"","latitude","redirect_url","id","created","longitude","title","description","salary_is_predicted","contract_time","category.label","category.tag","company.display_name","location.display_name","location.__CLASS__","contract_type","salary_max","salary_min"
"11",33.755711,"https://www.adzuna.com/land/ad/1830334347?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=14B598ABD5293979718BD18C8E433801DC2CDB58","1830334347","2020-11-18T05:59:13Z",-84.388372,"Statistician III","Well known dynamic company has an immediate need for a Statistician III. Job Requirements: Successful incumbent will identify methodologies and measures for assessment ...  and summarization of findings. Selects appropriate statistical and epidemiologic techniques and databases. Familiar with use of databases and database interfaces for molecular data. Enter data ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Careerbuilder US","Atlanta, Fulton County","Adzuna::API::Response::Location",NA,NA,NA
"12",39.7435,"https://www.adzuna.com/land/ad/1857102208?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=66F92E69E5DE54E2D73DB2C4BE7697E9407495EB","1857102208","2020-12-02T04:35:33Z",-104.60805,"Mathematical Statistician","...  expertise, as well as assisting on study design, data collection, and statistical data analysis and interpretation.As a Mathematical Statistician, you will:Lead the application of analytic ...  located in more than 60 locations throughout the country.ResponsibilitiesThe Mathematical Statistician position is located in the VA Office of Inspector General’s (OIG) Office ...","0",NA,"Admin Jobs","admin-jobs","Department Of Veterans Affairs","Watkins, Aurora","Adzuna::API::Response::Location",NA,NA,NA
"13",38.880755,"https://www.adzuna.com/land/ad/1857101791?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=A6AF3C27A28DB65E4E186E9D6605E2DD68A574A3","1857101791","2020-12-02T04:34:36Z",-77.061358,"Mathematical Statistician","...  expertise, as well as assisting on study design, data collection, and statistical data analysis and interpretation.As a Mathematical Statistician, you will:Lead the application of analytic ...  located in more than 60 locations throughout the country.ResponsibilitiesThe Mathematical Statistician position is located in the VA Office of Inspector General’s (OIG) Office ...","0",NA,"Admin Jobs","admin-jobs","Department Of Veterans Affairs","Arlington County, Virginia","Adzuna::API::Response::Location",NA,NA,NA
"14",33.915007,"https://www.adzuna.com/land/ad/1829926018?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=B53ACF22DC10B1B2072FA24180012C1323904104","1829926018","2020-11-18T00:44:01Z",-118.404626,"Statistician","...  to derive insight and assess risk from a wide variety of data related to space systems Perform analysis on system availability and replenishment planning for satellite systems Develop ...","0","full_time","Engineering Jobs","engineering-jobs","Aerospace Corporation","El Segundo, Los Angeles County","Adzuna::API::Response::Location",NA,NA,NA
"15",40.680873,"https://www.adzuna.com/land/ad/1870239150?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=15ECC7808672D217307CCA9CF587C6F0B67BA991","1870239150","2020-12-08T20:38:08Z",-74.431052,"Senior Statistician","...  design, prepare statistical consideration sections and provide input into other protocol sections.Prepare statistical analysis plans including table shells.Analyze clinical trial data ... ; work with programmers to provide tables, listings and graphs, including ad hoc validation.Review, synthesize, interpret and report analysis results.Provide ad hoc data driven ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bristol Myers Squibb","Berkeley Heights, Union County","Adzuna::API::Response::Location",NA,NA,NA
"16",39.020767,"https://www.adzuna.com/land/ad/1861985309?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=398D743FE514C87C6833E340ECC9119494F0022F","1861985309","2020-12-04T12:22:23Z",-77.004626,"MATHEMATICAL STATISTICIAN","...  of data infrastructure and expertise on clinical investigations and real-world evidence.As a Senior Scientist Mathematical Statistician in OCEA, you will:Prepare evaluations and conduct ...  research in all areas of medical device and radiation-emitting electronic products.Determine the adequacy of information submitted and the thoroughness of data contained in scientific ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Department Of Health And Human Services","Silver Spring, Montgomery County","Adzuna::API::Response::Location",NA,NA,NA
"17",42.537222,"https://www.adzuna.com/land/ad/1830970221?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=8947916E9CB991730EB870353A5F7510F0EE4F32","1830970221","2020-11-18T10:51:17Z",-71.615556,"Statistician",", clinical supplies, manufacturing, transportation, health authority filings, and regulatory responses. Support in relation to study design and data analysis will be provided to BMS ... , determining specifications, process capability, sampling plans and expiry/retest periods. 5. Conducts thorough and careful analysis of data, gathers critical information, and provides ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bristol Myers Squibb","Devens, Middlesex County","Adzuna::API::Response::Location",NA,NA,NA
"18",42.2391,"https://www.adzuna.com/land/ad/1837063183?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=20B24B7DECF2F72B12342A5F55E9A709A872C6EA","1837063183","2020-11-21T08:47:54Z",-87.86922,"Statistician III","...  send your updated resume Here is the position details and Job description for your referencePosition Details: Job Title: Statistician Location: Lake Forest, Illinois, 60045Duration ... : 12 months (High Possibility of Extension)Shift time: First Shift (8am to 5pm) Job Description: Job Description: Statistician Primary Job Function Provide appropriate statistical ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Experis","Lincolnshire Woods, Lake County","Adzuna::API::Response::Location",NA,NA,NA
"19",42.2391,"https://www.adzuna.com/land/ad/1853945194?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=ADABB14493C53B991820836FBA3D7158D1392338","1853945194","2020-12-01T01:39:28Z",-87.86922,"Statistician III","...  send your updated resume Here is the position details and Job description for your reference Position Details: Job Title: Statistician Location: Lake Forest, Illinois, 60045 Duration ... : 12 months (High Possibility of Extension) Shift time : First Shift (8am to 5pm) Job Description: Job Description: Statistician Primary Job Function Provide appropriate statistical ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Experis","Lincolnshire Woods, Lake County","Adzuna::API::Response::Location",NA,NA,NA
"20",38.901797,"https://www.adzuna.com/land/ad/1868390473?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=CC23AC8D2A5208AA600FE76158EB076831BEF34E","1868390473","2020-12-08T00:52:31Z",-76.992563,"Statistician - Surgery","Position Summary The individual in this position will conduct and coordinate complex cross-functional analysis of research related health care data and/or administrative data ...  to identify outcomes and trends, interpret and explain results, and discover opportunities for improvement. He/she will be proficient in both data aggregation, in order to interpret data ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","GWU Medical Faculty Associates","Washington, Washington, D.C.","Adzuna::API::Response::Location",NA,NA,NA
"21",42.0237,"https://www.adzuna.com/land/ad/1876544302?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=99F17FA27BADF27C44124F30BA948AB483D480B9","1876544302","2020-12-11T19:06:11Z",-87.9003,"Senior Statistician","...  performance claims.Participates in the preparation of data review and regulatory submissions.The Statistician has established a high degree of competence in statistics ...  healthcare innovator with a legacy of pioneering work in medical diagnostics.Our location in Des Plaines, IL currently has an opportunity for a Sr. Statistician.WHAT YOULL DOProvide ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Abbott Laboratories","Des Plaines, Cook County","Adzuna::API::Response::Location",NA,NA,NA
"22",42.0237,"https://www.adzuna.com/land/ad/1875617104?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=987056FA7EC98AB20F20F0F87A0AB7B1B5AA419A","1875617104","2020-12-11T08:37:33Z",-87.9003,"Senior Statistician","...  performance claims. Participates in the preparation of data review and regulatory submissions. The Statistician has established a high degree of competence in statistics and programming ...  healthcare innovator with a legacy of pioneering work in medical diagnostics. Our location in Des Plaines, IL currently has an opportunity for a Sr. Statistician. WHAT YOU’LL DO Provide ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Abbott Laboratories","Des Plaines, Cook County","Adzuna::API::Response::Location",NA,NA,NA
"23",42.31865,"https://www.adzuna.com/land/ad/1852028323?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=7B6A63414C5FE43A638D4A4CFD2E674CDA1AD5B7","1852028323","2020-11-30T05:18:06Z",-87.859249,"Senior Statistician, Research","...  , Instagram , YouTube and LinkedIn . The Senior Research Statistician, Statistics is responsible for providing statistical support to the research and development organization. Specific ...  areas of work may include clinical trials, patient safety, and global medical affairs (GMA). The Senior Research Statistician works in partnership with experts in multiple disciplines ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","AbbVie","Downey, Lake County","Adzuna::API::Response::Location",NA,NA,NA
"24",42.290023,"https://www.adzuna.com/land/ad/1853673744?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=6842E903FD84BAEC842C0AD3FA5D608D83FF84C6","1853673744","2020-12-01T00:07:31Z",-87.903406,"Principal Statistician","...  currently has an opportunity for a Principal Statistician . MAIN PURPOSE OF ROLE The Principal Statistician must be experienced and competent in various statistical and technical methods ...  in the absence of his/her Manager. In collaboration with multi-disciplinary internal and external clients, (e.g. data management personnel; project manager; research associates; research ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Abbott Laboratories","Green Oaks, Lake County","Adzuna::API::Response::Location",NA,NA,NA
"25",42.283733,"https://www.adzuna.com/land/ad/1788501672?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=2BB4801A06D125AC41FD89DB8BE6A5A313CD9B48","1788501672","2020-10-28T14:54:40Z",-87.858376,"Principal Statistician","...  currently has an opportunity for a Principal Statistician. MAIN PURPOSE OF ROLEThe Principal Statistician must be experienced and competent in various statistical and technical methods ...  in the absence of his/herManager. In collaboration with multi-disciplinary internal and external clients, (e.g. data management personnel; project manager; research associates; research ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Abbott Laboratories","Lake Bluff, Lake County","Adzuna::API::Response::Location",NA,NA,NA
"26",39.104173,"https://www.adzuna.com/land/ad/1843132380?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=3C9E4D530768B00AE05BA69E190CB0B0818E60A0","1843132380","2020-11-24T22:56:03Z",-94.599852,"Senior Statistician","Job Description Our health network population health team is hiring for a Senior Statistician. In this role you will lead feasibility studies to identify data availability ... , quality, and modeling requirements and dependencies, recommend or propose modern data storage, movement, and transformation architectures and techniques to extract and engineer features ...","0","full_time","IT Jobs","it-jobs","Cerner Corporation","Kansas City, Jackson County","Adzuna::API::Response::Location",NA,NA,NA
"27",40.081175,"https://www.adzuna.com/land/ad/1878802074?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=731986FFBD773F73114467E61ACC97BAF269DEBE","1878802074","2020-12-13T04:02:49Z",-82.808786,"Data Analyst","Looking for an opportunity where success comes naturally? Then you may have found your crew. We're looking for a Data Analyst to join our team. Here's what you'd do: The primary ...  responsibility of the Data Analyst is to work with stakeholders to understand business data needs and then translate those requirements into effective reporting, visualization and actionable ...","0",NA,"IT Jobs","it-jobs","BrightView","New Albany, Franklin County","Adzuna::API::Response::Location",NA,NA,NA
"28",41.266108,"https://www.adzuna.com/land/ad/1867683614?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=2BE8B7832496BC0B152C006F0D1F5274D0BB9F41","1867683614","2020-12-07T17:17:09Z",-95.933046,"Data Analyst","...  analyst, statistician, data scientist, FPA, productprocess manager ) Excellent spoken and written English ndash a must 3 yearsrsquo work experience in risk management ndash preferred ... Top 3 Skills Develop data-driven decision strategies (not only pulling the data) Drive End-to-End processes (project management) High proficiency in fundamental technical skills ...","0",NA,"IT Jobs","it-jobs","Ionidea","Omaha, Douglas County","Adzuna::API::Response::Location",NA,NA,NA
"29",39.014127,"https://www.adzuna.com/land/ad/1854909911?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=8CF9373406BFFABE660EFD093E409D1C3A7AB742","1854909911","2020-12-01T09:26:14Z",-77.399912,"Sr Data Scientist/statistician","Position Summary Key Areas of Responsibility Technical Responsibilities Apply data mining techniques to cleanse and explore large, complex data sets in preparation for further ...  analysis Apply appropriate data reduction, feature selection, and feature engineering techniques Develop, validate, and operationalize sound mathematical and statistical algorithms ...","0","full_time","IT Jobs","it-jobs","Discovery Communications","Sterling, Loudoun County","Adzuna::API::Response::Location",NA,NA,NA
"30",38.77144,"https://www.adzuna.com/land/ad/1837738856?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=486A5D3032BE22B3CD0F53D03EEE57F42ED20AFD","1837738856","2020-11-21T18:58:57Z",-90.370949,"Statistician Intern","...  of resins and itives. Data Scientist / Statistician Intern The Statistics & Data Analytics team at Lubrizol has an opening for a solution-oriented Data Scientist/Statistician intern ...  efficiency by delivering data science systems and tools to the organization as well as providing statistical support to enable data-driven business decisions. The Statistics & Data…","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","The Lubrizol Corporation","Hazelwood, Saint Louis County","Adzuna::API::Response::Location",NA,NA,NA
"31",NA,"https://www.adzuna.com/land/ad/1841141336?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=8DF467AED4D5DCDF84D90DB6491BC38351350048","1841141336","2020-11-23T22:51:12Z",NA,"Sr. Support Statistician","Title Senior Statistician Duration 19 Month(s) Location REMOTE position (U.S. based) Top skills Study design Experience with CDISC and ADaM specs Nephrology or hematology, rare ...  of the study to make sure data are adequately captured and collected to answer the study objectives and to support the planned statistical analyses. Accountable for all assigned statistical ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Softworld, Inc.","US","Adzuna::API::Response::Location",NA,NA,NA
"32",42.354856,"https://www.adzuna.com/land/ad/1833961853?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=362882F5442952D6C20C8A9BF47DF91DB1B711DE","1833961853","2020-11-19T17:27:58Z",-71.066119,"Statistician - Boston","...  Statistician to join our growing US team. You will be based in our brand-new office in Boston [ and will join the team at its foundation in growing our statistics service offering ...  and analytical expertise across Costello Medical, devising statistical analysis plans and performing data analysis within Excel, R, SAS and WinBUGS. They are also responsible for communicating ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Costello Medical","Boston, Suffolk County","Adzuna::API::Response::Location",NA,NA,NA
"33",40.357298,"https://www.adzuna.com/land/ad/1823591575?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=4B35C98C275E8E39E922F37427CC3270A3392B7E","1823591575","2020-11-14T16:56:04Z",-74.667223,"Principal Statistician","/data driven analyses. - Provide statistical input for the preparation of final study reports and other required documents. - Provide statistical support for integrated reports ... . - Manage outside CROs and consultants as needed. - Work closely with different departments in the company (regulatory, clinical, marketing, data management, health economics, etc ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bristol Myers Squibb","Princeton, Mercer County","Adzuna::API::Response::Location",NA,NA,NA
"34",NA,"https://www.adzuna.com/land/ad/1835581756?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=F32A7C74132F23ADD3FE13863BC0F7E6E98D528F","1835581756","2020-11-20T12:59:19Z",NA,"Survey Statistician","...  in collecting, producing, and analyzing health and nutrition examination statistics, which provide data and information critical to formulating national policies and program initiatives ... . DUTIES: As a Survey Statistician you will: Serve as an expert advisor and consultant on analytical and statistical issues and concerns, advising the Division and NCHS leadership ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Centers for Disease Control and Prevention","US","Adzuna::API::Response::Location",NA,NA,NA
"35",42.31865,"https://www.adzuna.com/land/ad/1859387483?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=68B22BF65FA45DD5ADFA7181253E93B990AB8358","1859387483","2020-12-03T05:21:10Z",-87.859249,"Senior Statistician/ Manager, Statistics","...  collaboratively with multifunction teams. Clearly explain statistical concepts to non-statisticians. Provide responses to questions, and pursue analyses suggested by data. Support communications ...  in scientific investigations. Identify scientifically appropriate data collection instruments. Identify and report data issues or violations of study assumptions. Provide programming ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","AbbVie","Downey, Lake County","Adzuna::API::Response::Location",NA,NA,NA
"36",30.642351,"https://www.adzuna.com/land/ad/1842691933?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=98514C5FD83C45F98E3D1DFB45A48207D1C3B98D","1842691933","2020-11-24T17:13:37Z",-96.370478,"Research Statistician","Job Title Research Statistician Agency Texas A&M University Health Science Center Department Psychiatry and Behavioral Science Proposed Minimum Salary Commensurate Job Location ...  Science Center (HSC) is looking for a Research Statistician to serve as a member of the Psychology and Behavioral Health team. We desire an individual who subscribes to and supports our ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Texas A&M University","Bryan, Brazos County","Adzuna::API::Response::Location",NA,NA,NA
"37",39.510884,"https://www.adzuna.com/land/ad/1853882300?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=5EF8AACFE764A47E31973684F8B207767BA6F3BC","1853882300","2020-12-01T01:22:41Z",-76.185453,"Senior Mathematical Statistician","Description SAIC has an exciting new opportunity for a Mathematical Statistician the for U.S. Army Evaluation Center (AEC) Support Services (AECSS) supporting Readiness ...  and statistical methods in support of Test & Evaluation. Generates test designs using statistical software. Evaluates data management and collection methodology with regard to test design ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","SAIC Corporation","Aberdeen, Harford County","Adzuna::API::Response::Location",NA,NA,NA
"38",42.537222,"https://www.adzuna.com/land/ad/1841083973?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=90153062B5E676EF3B7C279E9102458401376069","1841083973","2020-11-23T21:09:51Z",-71.615556,"Senior Statistician","...  we pioneer. Join us and make a difference. This Senior Statistician is responsible for Leads Statistics projects and communicates strategies align with regulatory expectations ...  applications to support critical initiatives. Provides guidance and training to service clients in Global Product Development & Supply and other statisticians. Builds strategic relationship ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","Bristol Myers Squibb","Devens, Middlesex County","Adzuna::API::Response::Location",NA,NA,NA
"39",41.607707,"https://www.adzuna.com/land/ad/1838866142?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=1F0F4F868104D1A32847D7742ACDABF9AC0CC783","1838866142","2020-11-22T14:59:01Z",-81.466348,"Data Scientist/ Statistician Intern","...  efficiency, reliability or wellness to their end users. Read the cover story in Smart Business Magazine to learn how Lubrizol plans to advance its growth. Data Scientist / Statistician ... . The Statistics & Data Analytics Team Operating like a start-up company, but with the backing of a large corporation, this empowered and agile team is charged with creating analytics systems ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","The Lubrizol Corporation","Wickliffe, Lake County","Adzuna::API::Response::Location",NA,NA,NA
"40",41.607707,"https://www.adzuna.com/land/ad/1872108668?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=970B5CA593CF8217293A8127F90EAF890217D00F","1872108668","2020-12-09T18:08:03Z",-81.466348,"Data Scientist/ Statistician Intern","...  environment. Learn more about how we are achieving Success Together. Data Scientist / Statistician Intern (PhD-Level) Who are we? Lubrizol is an innovative specialty chemical company, owned ...  to name a few. We're always looking for ways to make the best better. The Statistics & Data Analytics Team Operating like a start-up company, but with the backing of a large corporation ...","0",NA,"IT Jobs","it-jobs","Lubrizol Ltd","Wickliffe, Lake County","Adzuna::API::Response::Location",NA,NA,NA
"41",42.365079,"https://www.adzuna.com/land/ad/1877299554?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=BA554EC441E475F1F13A9EFF62389746567CE239","1877299554","2020-12-12T05:34:28Z",-71.104519,"Lead Statistician, Clinical Serology","...  Job Summary: This role will be the statistical lead for Clinical Serology, a key statistical resource for discovery research and a member of the Data Science Center of Excellence ...  with interfaces across the related Research and Development functions. This cross-functional group has members across Biostatistics, Data Management, Programing and Medical Writing. Integration ...","0",NA,"Scientific & QA Jobs","scientific-qa-jobs","CSL Behring","Cambridgeport, Middlesex County","Adzuna::API::Response::Location",NA,NA,NA
"42",42.537222,"https://www.adzuna.com/land/ad/1872153279?se=5mN2mTo96xG1pu5faT_adg&utm_medium=api&utm_source=953c7802&v=E3CF59E7ED4CABBDFDC8967733705EA92E7556CB","1872153279","2020-12-09T18:50:39Z",-71.615556,"Remote Data Analyst","...  with a collaborative team of data scientists, statisticians and Biologics development scientists to retrieve, transform, join and analyze drug process development laboratory and manufacturing data ...  Strong background in data science, analysis and visualization Proficiency in R, Python, SQL, REST API or related skills Familiarity with HTML, JavaScript, Flask, R Shiny, or similar ...","0","full_time","IT Jobs","it-jobs","Axelon Services Corporation","Devens, Middlesex County","Adzuna::API::Response::Location",NA,NA,NA
